Task,Drop %,Val AUROC,Val AUPRC,ECE,Brier,Slope,Intercept,Mean Epistemic,Mean Aleatoric,Dropout Rate,MC Samples,Train N,Val N
guo_readmission,10.0,0.7326828544791931,0.3777835338091344,0.06295480413931821,0.11095243111005033,3.369943525481322,-2.4112578882606033,0.017504079267382622,0.3195778727531433,0.3,30,2608,2206
guo_readmission,15.0,0.7258851951004841,0.3812328165700516,0.06459795808202892,0.11532943665272427,3.29630121457341,-2.3704573198451846,0.018503816798329353,0.33769673109054565,0.3,30,2608,2206
guo_readmission,20.0,0.7112027746810355,0.3829312969120271,0.06787845657289429,0.12145404676958985,3.182131726699884,-2.3076054121949943,0.019618332386016846,0.3577382266521454,0.3,30,2608,2206
guo_readmission,25.0,0.6969611112910016,0.3854527698374569,0.07079990192176049,0.12772872090074408,3.071164053691069,-2.2467476872881447,0.020840898156166077,0.3795871138572693,0.3,30,2608,2206
guo_readmission,30.0,0.6887868371110394,0.39051109410558627,0.07251208508651061,0.13299518687162462,2.993385390648758,-2.204208508002558,0.022202616557478905,0.40328526496887207,0.3,30,2608,2206
guo_readmission,35.0,0.6965854981105858,0.4010213621291471,0.07067481409997703,0.13506139705038953,3.0045279624085692,-2.210287568369104,0.023728977888822556,0.4292149543762207,0.3,30,2608,2206
guo_readmission,40.0,0.6928044280442806,0.40299433786904293,0.07103496372664832,0.140114318115742,2.939287033826846,-2.1755074895113005,0.025415077805519104,0.4558517634868622,0.3,30,2608,2206
guo_readmission,45.0,0.7041500954948883,0.41564992847781634,0.06850712604059714,0.14132253985949875,2.9833658040060795,-2.205902397033897,0.02729424647986889,0.4830062985420227,0.3,30,2608,2206
guo_readmission,50.0,0.6949523750490714,0.42348854982111994,0.07261232848217443,0.1500069822870807,2.86495298659022,-2.131618024840243,0.029437130317091942,0.5129636526107788,0.3,30,2608,2206
guo_readmission,55.0,0.6876299945265463,0.43303332624787455,0.07754469053416965,0.1582194884255435,2.7653537924716667,-2.0722288445771184,0.0318768247961998,0.5419158339500427,0.3,30,2608,2206
guo_readmission,60.0,0.6737047812160217,0.4308254665903724,0.08247529993872871,0.1686283707330097,2.5857221967177644,-1.9818758674994543,0.03469618409872055,0.5724927186965942,0.3,30,2608,2206
guo_readmission,65.0,0.6827081596739835,0.4550433685441382,0.08722386319935985,0.17195514164797845,2.6515474257693645,-1.9861668285552707,0.037992797791957855,0.5986863970756531,0.3,30,2608,2206
guo_readmission,70.0,0.6972135845375282,0.4732219790303371,0.09200745815796764,0.17665093358055564,2.6809667647627418,-1.988727687438297,0.041989803314208984,0.6294488906860352,0.3,30,2608,2206
guo_readmission,75.0,0.7242670532001173,0.4938409740266538,0.09358469152718403,0.1758360386532383,2.8390538104230956,-2.0833685345260116,0.04675401374697685,0.6532619595527649,0.3,30,2608,2206
guo_readmission,80.85,0.759966120835686,0.522672938230536,0.1040180371473031,0.17604147008796192,3.087754005577868,-2.189741892946824,0.05402609705924988,0.6880184412002563,0.3,30,2608,2206
guo_readmission,90.0,0.7563385533184191,0.5741630047509839,0.11295296601716852,0.1935411280594883,2.769635288926597,-1.9587475064272306,0.07274538278579712,0.7406359314918518,0.3,30,2608,2206
lab_anemia,0.0,0.9562433108572728,0.9797124017429997,0.026362653627519297,0.07791279131687397,6.070729962963808,-2.961499120775337,0.02254163846373558,0.2484719604253769,0.3,30,70501,56224
lab_anemia,5.0,0.9527964645166431,0.9761713859815261,0.027750066336880957,0.08201315745229731,5.971504054091188,-2.930865705193119,0.023727988824248314,0.2615481913089752,0.3,30,70501,56224
lab_anemia,10.0,0.9484644398658313,0.9722442573190505,0.02925214135383726,0.08652955972137845,5.86167328668069,-2.89039732697274,0.025046033784747124,0.2760765552520752,0.3,30,70501,56224
lab_anemia,15.0,0.9436333865213478,0.9679218745775342,0.03084667835222127,0.09149356237143996,5.746484784495811,-2.846645239494918,0.02651859261095524,0.2923084795475006,0.3,30,70501,56224
lab_anemia,20.0,0.9375846911495154,0.9616329246417198,0.03273172802002905,0.0971669394546935,5.614706866103216,-2.7959033762577845,0.028173323720693588,0.31055060029029846,0.3,30,70501,56224
lab_anemia,25.0,0.9305056549176421,0.953857857272913,0.034706090103045845,0.10343317878133239,5.476151028219614,-2.742551252748508,0.030044106766581535,0.33117949962615967,0.3,30,70501,56224
lab_anemia,30.0,0.9224300922094033,0.9446211267038147,0.03670730620825006,0.11030750120102914,5.331526058446025,-2.6860062253301358,0.03216861933469772,0.3545902371406555,0.3,30,70501,56224
lab_anemia,35.0,0.9125635834656546,0.9336803021190494,0.03887983354783221,0.11807419062395987,5.171957825137986,-2.6192866043053824,0.03459100052714348,0.38127076625823975,0.3,30,70501,56224
lab_anemia,40.0,0.9006012351028742,0.9193198616139756,0.04128363811750442,0.1268107335199197,4.997499604498228,-2.545078291360817,0.037359513342380524,0.4112127423286438,0.3,30,70501,56224
lab_anemia,45.0,0.8879125482127144,0.9038592737088177,0.04357478938293324,0.13568232858352536,4.826976055513307,-2.4689886359587803,0.040527645498514175,0.4428166449069977,0.3,30,70501,56224
lab_anemia,50.0,0.8735848707935981,0.8847528666691272,0.045914305736168906,0.14521324276242228,4.649724851879868,-2.3949461254266486,0.04415316507220268,0.4763175845146179,0.3,30,70501,56224
lab_anemia,55.0,0.8577229130298776,0.8625678650482425,0.04841387668758369,0.15502545275504298,4.463722976002909,-2.310770881112709,0.04830237478017807,0.5087350010871887,0.3,30,70501,56224
lab_anemia,60.0,0.843305927311673,0.8426872840422781,0.050182368063539345,0.16353008565449284,4.305698736953042,-2.235868144332791,0.053112294524908066,0.5360215306282043,0.3,30,70501,56224
lab_anemia,65.0,0.8276375307558579,0.8211508859496924,0.05398884630821174,0.17230528595169026,4.122687271309916,-2.15384252258529,0.058808185160160065,0.5576117038726807,0.3,30,70501,56224
lab_anemia,70.0,0.8114797687116678,0.8016205916438376,0.05842396697955862,0.18077756173554604,3.946846305320432,-2.076198813057069,0.06572787463665009,0.5763469934463501,0.3,30,70501,56224
lab_anemia,75.0,0.7921308600650829,0.774439264445306,0.06334992613790051,0.1903299910748238,3.7367495748587727,-1.976514213592126,0.07440069317817688,0.5938201546669006,0.3,30,70501,56224
lab_anemia,80.85,0.7662782329399451,0.7416864240729046,0.0717685189603976,0.20227424135010655,3.469972431424289,-1.8500814980053566,0.08808649331331253,0.6131757497787476,0.3,30,70501,56224
lab_anemia,90.0,0.718485507681952,0.6952599359984655,0.08291265666111339,0.2215349270244196,3.0024085057829972,-1.6187822464713661,0.12617884576320648,0.6353926062583923,0.3,30,70501,56224
lab_anemia,95.0,0.6838538286826736,0.6602080250283767,0.08809279792582199,0.23259565490423445,2.68437399247214,-1.4529232692965621,0.17232191562652588,0.6357507705688477,0.3,30,70501,56224
lab_hyperkalemia,0.0,0.7352793330388513,0.0808685225493145,0.016185066681609375,0.02334765430330011,5.038492967561575,-3.919395966378804,0.00975671224296093,0.07231611013412476,0.3,30,76349,60168
lab_hyperkalemia,5.0,0.7292767519548067,0.08149645271736375,0.01677383314112738,0.024313886611727707,4.943033590146017,-3.8798000140940108,0.010269896127283573,0.07611899822950363,0.3,30,76349,60168
lab_hyperkalemia,10.0,0.7277345729151067,0.08255562925468808,0.017244462744589333,0.025202811066988934,4.86496749641534,-3.8472445661203003,0.01083895843476057,0.08033259958028793,0.3,30,76349,60168
lab_hyperkalemia,15.0,0.7215095854662251,0.08333201559295206,0.017908937079594532,0.02633369571806332,4.76543811342924,-3.805284623409382,0.011472909711301327,0.08502108603715897,0.3,30,76349,60168
lab_hyperkalemia,20.0,0.7166592623682464,0.08433139560631128,0.018555453461473945,0.027501577110966687,4.66753743623394,-3.76420190778119,0.012181987054646015,0.09025576710700989,0.3,30,76349,60168
lab_hyperkalemia,25.0,0.7076969655495625,0.08512618367350022,0.019403596938668905,0.028936639026969944,4.548463947932261,-3.7143697896476913,0.012979845516383648,0.09612633287906647,0.3,30,76349,60168
lab_hyperkalemia,30.0,0.7045130005392619,0.08654460323127369,0.020046087166708266,0.030243931810969172,4.452030226021751,-3.6739228443939065,0.01388233620673418,0.10274619609117508,0.3,30,76349,60168
lab_hyperkalemia,35.0,0.6995796403735418,0.08802316773045298,0.02078936673708655,0.03174859279918356,4.3313726709916285,-3.6267339701811987,0.014910182915627956,0.11022022366523743,0.3,30,76349,60168
lab_hyperkalemia,40.0,0.6967606191981137,0.08983902610737676,0.021500291428741207,0.033316137094816414,4.246671574711172,-3.587666115559355,0.016090288758277893,0.11877214908599854,0.3,30,76349,60168
lab_hyperkalemia,45.0,0.6881418297948303,0.09148244637299537,0.022479721724579946,0.03528616046101901,4.128920968039461,-3.5346783544365192,0.017457064241170883,0.12852683663368225,0.3,30,76349,60168
lab_hyperkalemia,50.0,0.6851826235221286,0.0938927678272588,0.02335215150679698,0.03725424761751849,4.017028365635165,-3.4866524143987787,0.019057441502809525,0.1396609991788864,0.3,30,76349,60168
lab_hyperkalemia,55.0,0.6750640528934762,0.09616167003330511,0.02485857971217432,0.04001078411043415,3.864545587010712,-3.4188879557679908,0.02095520682632923,0.15231691300868988,0.3,30,76349,60168
lab_hyperkalemia,60.0,0.6666342433445824,0.09898267219619267,0.026339717538289856,0.04294041295670434,3.7112108399240076,-3.3550271459732666,0.023243457078933716,0.16713109612464905,0.3,30,76349,60168
lab_hyperkalemia,65.0,0.6675410631246698,0.10263695010134469,0.027453233231337807,0.045668599610083856,3.580539158179548,-3.307153852410866,0.0260607972741127,0.1849558800458908,0.3,30,76349,60168
lab_hyperkalemia,70.0,0.6623337126422509,0.10690449292755677,0.029058135193260823,0.04923753984606675,3.415091211826886,-3.2443200059037545,0.029618967324495316,0.20631176233291626,0.3,30,76349,60168
lab_hyperkalemia,75.0,0.6555653805254772,0.11255386482596155,0.03140257500534633,0.05382280471171693,3.2627557521691437,-3.175385802884229,0.03429112210869789,0.23120975494384766,0.3,30,76349,60168
lab_hyperkalemia,80.85,0.6497069266907025,0.12055816996751853,0.036248065273638226,0.06073691746669526,3.031095511086762,-3.083115234067884,0.04212690144777298,0.2665634751319885,0.3,30,76349,60168
lab_hyperkalemia,90.0,0.6595666695494962,0.14596205585255248,0.0512943445763974,0.07768043378813187,2.703568367696805,-2.9516255536986677,0.06750503182411194,0.35085275769233704,0.3,30,76349,60168
lab_hyperkalemia,95.0,0.6537845682582525,0.18013054980514664,0.091559126044677,0.10333796117691782,2.441214314038923,-2.8305174211984343,0.10719531774520874,0.44826969504356384,0.3,30,76349,60168
lab_hypoglycemia,0.0,0.738329572541049,0.07006858568050095,0.008558631417703721,0.014945528731141484,7.014987436276487,-4.322431898984349,0.006247320212423801,0.0513148233294487,0.3,30,122108,95488
lab_hypoglycemia,5.0,0.7332499182803995,0.07071585044917894,0.00882176973979185,0.015544664998163218,6.9082563903918865,-4.279535695499957,0.006575873587280512,0.05401310697197914,0.3,30,122108,95488
lab_hypoglycemia,10.0,0.7277507216296043,0.07141095276417782,0.009103303843675695,0.01619873585548882,6.8360288579781425,-4.246386719984673,0.006939706392586231,0.056999120861291885,0.3,30,122108,95488
lab_hypoglycemia,15.0,0.7243432360348011,0.07235429856351724,0.00934588845049145,0.016856051630205586,6.726297124662421,-4.206710169795483,0.007344057783484459,0.06031368672847748,0.3,30,122108,95488
lab_hypoglycemia,20.0,0.7203376675572981,0.07335777584010655,0.00960860045952524,0.01758225899679236,6.602813489800957,-4.165200528594932,0.00779507402330637,0.06400440633296967,0.3,30,122108,95488
lab_hypoglycemia,25.0,0.7153567055014642,0.0743894113371989,0.009910888694120623,0.018405586862860018,6.476444073286047,-4.121841236129043,0.008300595916807652,0.06812960654497147,0.3,30,122108,95488
lab_hypoglycemia,30.0,0.7113816414101635,0.07562097423967237,0.010205024761557168,0.01928650711765364,6.3510597033424645,-4.078736930562334,0.008869936689734459,0.07275669276714325,0.3,30,122108,95488
lab_hypoglycemia,35.0,0.7086086889732646,0.07713859778278842,0.010456779670688815,0.020206565246152663,6.225798526801242,-4.036073369955641,0.009515564888715744,0.07797905057668686,0.3,30,122108,95488
lab_hypoglycemia,40.0,0.7080490738120712,0.07900034008337109,0.010664740248705219,0.021175876928327404,6.10380011449271,-3.9936850796507706,0.010253367014229298,0.08390527218580246,0.3,30,122108,95488
lab_hypoglycemia,45.0,0.7076922006094126,0.08109779191216628,0.01087553525122699,0.022264316590657227,5.975853596115479,-3.948675302848337,0.011103574186563492,0.09067633748054504,0.3,30,122108,95488
lab_hypoglycemia,50.0,0.6997047962662164,0.08287685132052229,0.011332963637050235,0.023738901866740145,5.799462571487105,-3.887215612571612,0.012093359604477882,0.09846086800098419,0.3,30,122108,95488
lab_hypoglycemia,55.0,0.6946752196268776,0.0854219386742762,0.011672552211728283,0.02530166415721242,5.650414701050627,-3.8339134824065195,0.013261358253657818,0.10737822949886322,0.3,30,122108,95488
lab_hypoglycemia,60.0,0.6942440856534796,0.08888431851221115,0.011751886144263344,0.026819410607835256,5.516746273117182,-3.7829480132251665,0.01466283667832613,0.11768947541713715,0.3,30,122108,95488
lab_hypoglycemia,65.0,0.6914127503398454,0.09118039549358353,0.012402795897199734,0.02878985733634199,5.3362165783816256,-3.720352830803547,0.016380518674850464,0.12965266406536102,0.3,30,122108,95488
lab_hypoglycemia,70.0,0.6896665728293213,0.09503207545772921,0.012873348425407343,0.031056492060839595,5.117732201417913,-3.655804301920117,0.01854454167187214,0.14452007412910461,0.3,30,122108,95488
lab_hypoglycemia,75.0,0.68193453743686,0.10053527097527526,0.01380776381115374,0.0344883846715615,4.866406079096775,-3.5594387052250096,0.02136884070932865,0.16239005327224731,0.3,30,122108,95488
lab_hypoglycemia,80.85,0.6776900895291151,0.10959647024762145,0.015201395919357591,0.03932613432584292,4.56009804525462,-3.4451248320122154,0.026080727577209473,0.18775616586208344,0.3,30,122108,95488
lab_hypoglycemia,90.0,0.6708894823522988,0.131721340673103,0.021407227160080446,0.049835125062995554,3.9205174100573736,-3.261740280825591,0.04136987403035164,0.24285808205604553,0.3,30,122108,95488
lab_hypoglycemia,95.0,0.6769477987991155,0.16425694353479353,0.03478271936926982,0.06294384744759285,3.47787396277347,-3.1243596784164125,0.06635008752346039,0.304229199886322,0.3,30,122108,95488
lab_hyponatremia,0.0,0.7390561388801058,0.5218798655371466,0.07441335549202446,0.17631236701159042,3.307394117690649,-1.9532131330479807,0.04931871220469475,0.5119442939758301,0.3,30,81336,64473
lab_hyponatremia,5.0,0.7265352728717416,0.5230916310727277,0.07638141455383639,0.1832247507281741,3.1820915070196985,-1.8872728675802772,0.0518905445933342,0.5367044806480408,0.3,30,81336,64473
lab_hyponatremia,10.0,0.7171475324605234,0.5235025213235959,0.07766493849538621,0.18866098887347274,3.089144826808056,-1.8392512433503974,0.05460206791758537,0.5591717958450317,0.3,30,81336,64473
lab_hyponatremia,15.0,0.712128312039163,0.5270071240692169,0.07890738986742227,0.1925575717657051,3.0330751567438288,-1.8050919286111515,0.057407379150390625,0.5749295949935913,0.3,30,81336,64473
lab_hyponatremia,20.0,0.7070628946801998,0.5289050304220938,0.08166245779106242,0.19662777114857544,2.9599387996472064,-1.7657802026355665,0.060350824147462845,0.5861780047416687,0.3,30,81336,64473
lab_hyponatremia,25.0,0.7018535453932819,0.5297472035302573,0.08411805691116477,0.20057208126967874,2.884921125426224,-1.7282255870310277,0.06348451972007751,0.5957528352737427,0.3,30,81336,64473
lab_hyponatremia,30.0,0.6978409644688401,0.5309809333447401,0.08599822482226475,0.20429041528404662,2.8216969302342227,-1.6940932619655509,0.06685880571603775,0.604537308216095,0.3,30,81336,64473
lab_hyponatremia,35.0,0.6937297784020642,0.5315267207456541,0.08864462943044633,0.20787317543616163,2.7536880312323024,-1.6615327374122189,0.07052246481180191,0.6123533844947815,0.3,30,81336,64473
lab_hyponatremia,40.0,0.6884390831685674,0.5300986588223676,0.09185389658844914,0.21179545151545465,2.6733808882264114,-1.625438378521769,0.07453497499227524,0.6209443807601929,0.3,30,81336,64473
lab_hyponatremia,45.0,0.6842587508871867,0.5290036399951895,0.0939869211488048,0.2151247327098776,2.6076570845311027,-1.599096500869052,0.0789746418595314,0.6285719275474548,0.3,30,81336,64473
lab_hyponatremia,50.0,0.6786350016110614,0.5272182273537445,0.09632660003819507,0.21883762462466427,2.5317380269912544,-1.5667299601516809,0.08392886072397232,0.6371593475341797,0.3,30,81336,64473
lab_hyponatremia,55.0,0.6705523480166771,0.5214200718761713,0.09964410809243066,0.2231382662045246,2.420109736713329,-1.5196056522015564,0.08950388431549072,0.6448075175285339,0.3,30,81336,64473
lab_hyponatremia,60.0,0.6620316813797246,0.515234239793706,0.102817665533989,0.22729572056927952,2.317570613246027,-1.4762199854483995,0.09584873914718628,0.6521010398864746,0.3,30,81336,64473
lab_hyponatremia,65.0,0.6564232913580283,0.5143183061036033,0.1042672694206279,0.23041861113678658,2.2557058002162242,-1.4454225309188722,0.10317675024271011,0.6574732065200806,0.3,30,81336,64473
lab_hyponatremia,70.0,0.6472053056371472,0.5065460278206589,0.10764028656652766,0.23441629998635644,2.1500138125081745,-1.4057877180979361,0.1118246391415596,0.6623406410217285,0.3,30,81336,64473
lab_hyponatremia,75.0,0.6338701798298035,0.49722248436854904,0.11466695532503227,0.2402520095078887,1.9702391702989541,-1.3249859893930613,0.12226661294698715,0.664141058921814,0.3,30,81336,64473
lab_hyponatremia,80.85,0.6245845902554841,0.4927534821560883,0.11874463800050458,0.24360374154343747,1.8799495856500024,-1.290575143644989,0.13783766329288483,0.66656893491745,0.3,30,81336,64473
lab_hyponatremia,90.0,0.6049993378143951,0.46079324745832106,0.12749485015311135,0.24892719013753506,1.662392464549373,-1.233736961243564,0.17662476003170013,0.6610925197601318,0.3,30,81336,64473
lab_hyponatremia,95.0,0.5920012797424683,0.4447544612370127,0.1299587887504211,0.2497742482459517,1.582647603304481,-1.255926480895454,0.21902701258659363,0.6490755677223206,0.3,30,81336,64473
lab_thrombocytopenia,0.0,0.8457556917568044,0.7711222931277688,0.08151440419417227,0.14947696683868938,3.9906141939055515,-2.3517637319439317,0.06506472080945969,0.38121235370635986,0.3,30,68776,54504
lab_thrombocytopenia,5.0,0.8300344477857393,0.7367892525742472,0.08459841293935631,0.15612128344628204,3.8250497506472048,-2.292675443166995,0.06848304718732834,0.40120816230773926,0.3,30,68776,54504
lab_thrombocytopenia,10.0,0.815888968191329,0.7129684466440436,0.0874233845001281,0.16277379173675244,3.6867119989968193,-2.233680394120056,0.07223176211118698,0.422502338886261,0.3,30,68776,54504
lab_thrombocytopenia,15.0,0.8034597811015067,0.6940496456407603,0.08985187591941382,0.1691578946007561,3.5701034477629396,-2.181167589498742,0.07631116360425949,0.44444340467453003,0.3,30,68776,54504
lab_thrombocytopenia,20.0,0.7908991576290848,0.6792985841118734,0.09189824426120662,0.17549383796133652,3.4621278385854954,-2.130139293810755,0.08072253316640854,0.4677748382091522,0.3,30,68776,54504
lab_thrombocytopenia,25.0,0.7791727092410464,0.6675074190223635,0.09431224858486062,0.1818883564605799,3.3610864131916847,-2.082248659592052,0.0854717567563057,0.4900064170360565,0.3,30,68776,54504
lab_thrombocytopenia,30.0,0.7679701094152849,0.6541587919747887,0.0965159709936947,0.18835074926178705,3.26251740533931,-2.0367606014404,0.09059219807386398,0.5110628008842468,0.3,30,68776,54504
lab_thrombocytopenia,35.0,0.7572237851521029,0.6427610698847499,0.09921561388248226,0.1946605496706973,3.167769103342417,-1.9915872430277888,0.09613806009292603,0.5301835536956787,0.3,30,68776,54504
lab_thrombocytopenia,40.0,0.7476292075157536,0.6330333467116566,0.10191270613907212,0.20015458456654672,3.092542821724152,-1.9619664171816054,0.10216203331947327,0.5481782555580139,0.3,30,68776,54504
lab_thrombocytopenia,45.0,0.7395858766739389,0.6250246255181572,0.10417773117401419,0.20524007430704588,3.0316995473446653,-1.9377740753922539,0.1087285652756691,0.5638229846954346,0.3,30,68776,54504
lab_thrombocytopenia,50.0,0.7279828184933911,0.6127071610002632,0.1076835389888429,0.21127505128639143,2.9340851164440824,-1.892568260579999,0.11593595147132874,0.579077422618866,0.3,30,68776,54504
lab_thrombocytopenia,55.0,0.7190729473292193,0.6004834310858143,0.1104006625998691,0.21621365175155413,2.8686915311085306,-1.8694015681857574,0.12390473484992981,0.592518150806427,0.3,30,68776,54504
lab_thrombocytopenia,60.0,0.7080887766505726,0.5888575640577596,0.11336813396534481,0.2217159100647816,2.780136246414088,-1.8283359795858183,0.1327950358390808,0.6043520569801331,0.3,30,68776,54504
